appliance,category,subcategory,household,dwelling,tenure,purpose,mode,fuel,units 1,units 2,units 3,units 4
Zanussi ERL6298K,fridge,fridge-freezer-sub,household,*,*,consumption,*,appliance-elect,102,102,102,102
Hinari CFF178,fridge,fridge-freezer-sub,household,*,*,consumption,*,appliance-elect,102,102,102,102
Zanussi ZERB8441,fridge,fridge-freezer-sub,household,*,*,consumption,*,appliance-elect,102,102,102,102
Indesit BAN12NF,fridge,fridge-freezer-sub,household,*,*,consumption,*,appliance-elect,102,102,102,102
Whirlpool 20RBD3,fridge,fridge-freezer-sub,household,*,*,consumption,*,appliance-elect,102,102,102,102
Coolzone under counter,fridge,fridge-freezer-sub,household,*,*,consumption,*,appliance-elect,102,102,102,102
Hotpoint RF175 BP,fridge,fridge-freezer-sub,household,*,*,consumption,*,appliance-elect,68,68,68,68
fridge-submaster MTBCB 275,fridge,fridge-freezer-sub,household,*,*,consumption,*,appliance-elect,102,102,102,102
Hoover HCS5136,fridge,fridge-freezer-sub,household,*,*,consumption,*,appliance-elect,102,102,102,102
LG GWL207,fridge,fridge-freezer-sub,household,*,*,consumption,*,appliance-elect,102,102,102,102
Beko CDA554,fridge,fridge-freezer-sub,household,*,*,consumption,*,appliance-elect,102,102,102,102
Argos value range fridge-freezer-sub,fridge,fridge-freezer-sub,household,*,*,consumption,*,appliance-elect,102,102,102,102
LG GR-151SSF,fridge,fridge-sub,household,*,*,consumption,*,appliance-elect,54,54,54,54
Teba SBUZ01-05,fridge,fridge-sub,household,*,*,consumption,*,appliance-elect,61,61,61,61
Beko TLS480,fridge,fridge-sub,household,*,*,consumption,*,appliance-elect,54,54,54,54
Beko LSA423,fridge,fridge-sub,household,*,*,consumption,*,appliance-elect,44,44,44,44
Daewoo FR143WN,fridge,fridge-sub,household,*,*,consumption,*,appliance-elect,54,54,54,54
Electrolux ER6642T,fridge,fridge-sub,household,*,*,consumption,*,appliance-elect,54,54,54,54
Haier AR91,fridge,fridge-sub,household,*,*,consumption,*,appliance-elect,54,54,54,54
fridge-submaster MTRR602 tabletop,fridge,fridge-sub,household,*,*,consumption,*,appliance-elect,54,54,54,54
Electrolux ERU6470,fridge,fridge-sub,household,*,*,consumption,*,appliance-elect,54,54,54,54
Indesit GSE1601,fridge,fridge-sub,household,*,*,consumption,*,appliance-elect,54,54,54,54
Beko LA620,fridge,fridge-sub,household,*,*,consumption,*,appliance-elect,44,44,44,44
fridge-submaster MTBL140,fridge,fridge-sub,household,*,*,consumption,*,appliance-elect,44,44,44,44
Indesit SAN400,fridge,fridge-sub,household,*,*,consumption,*,appliance-elect,44,44,44,44
Lec L5526,fridge,fridge-sub,household,*,*,consumption,*,appliance-elect,44,44,44,44
Hotpoint RL150,fridge,fridge-sub,household,*,*,consumption,*,appliance-elect,44,44,44,44
Sovereign SL46,fridge,fridge-sub,household,*,*,consumption,*,appliance-elect,44,44,44,44
Hotpoint RL175,fridge,fridge-sub,household,*,*,consumption,*,appliance-elect,44,44,44,44
Argos value range tabletop fridge-sub,fridge,fridge-sub,household,*,*,consumption,*,appliance-elect,54,54,54,54
Argos value range fridge-sub,fridge,fridge-sub,household,*,*,consumption,*,appliance-elect,44,44,44,44
Hotpoint RLS 150,fridge,fridge-sub,household,*,*,consumption,*,appliance-elect,44,44,44,44
Servis M3510,washer,washer-sub,household,*,*,consumption,*,appliance-elect,25,25,25,25
Zanussi Sensor Cycle FLS 1186,washer,washer-sub,household,*,*,consumption,*,appliance-elect,25,25,25,25
Hotpoint WD61 Aquarius washer dryer,washer,washer-sub,household,*,*,consumption,*,appliance-elect,38,38,38,38
Servis M3001 Ecocare,washer,washer-sub,household,*,*,consumption,*,appliance-elect,25,25,25,25
Hoover Six Fast Iron washing machine,washer,washer-sub,household,*,*,consumption,*,appliance-elect,25,25,25,25
Candy 1000RPM AG100,washer,washer-sub,household,*,*,consumption,*,appliance-elect,25,25,25,25
Bosch Classixx WFL2062,washer,washer-sub,household,*,*,consumption,*,appliance-elect,25,25,25,25
Indesit WA125,washer,washer-sub,household,*,*,consumption,*,appliance-elect,25,25,25,25
Zanussi Aquacycle W1042,washer,washer-sub,household,*,*,consumption,*,appliance-elect,36,36,36,36
Candy AQ130,washer,washer-sub,household,*,*,consumption,*,appliance-elect,25,25,25,25
Servis M6050,washer,washer-sub,household,*,*,consumption,*,appliance-elect,25,25,25,25
Zanussi Jet System XC WJD1257,washer,washer-sub,household,*,*,consumption,*,appliance-elect,26,26,26,26
Beko WMA10,washer,washer-sub,household,*,*,consumption,*,appliance-elect,25,25,25,25
Hoover PFW137,washer,washer-sub,household,*,*,consumption,*,appliance-elect,26,26,26,26
Hotpoint Aquarius WF320,washer,washer-sub,household,*,*,consumption,*,appliance-elect,25,25,25,25
Hotpoint WD860,washer,washer-sub,household,*,*,consumption,*,appliance-elect,25,25,25,25
Servis M6702,washer,washer-sub,household,*,*,consumption,*,appliance-elect,25,25,25,25
Indesit W1A 111,washer,washer-sub,household,*,*,consumption,*,appliance-elect,25,25,25,25
Indesit W1B 111,washer,washer-sub,household,*,*,consumption,*,appliance-elect,25,25,25,25
Zanussi ZWF14280W,washer,washer-sub,household,*,*,consumption,*,appliance-elect,25,25,25,25
Servis 8.5 KG ,washer,washer-sub,household,*,*,consumption,*,appliance-elect,23,23,23,23
Beko WM5100,washer,washer-sub,household,*,*,consumption,*,appliance-elect,25,25,25,25
Hoover OPH614,washer,washer-sub,household,*,*,consumption,*,appliance-elect,23,23,23,23
Hotpoint WDD960,washer,washer-sub,household,*,*,consumption,*,appliance-elect,25,25,25,25
Haus HW50 -1010,washer,washer-sub,household,*,*,consumption,*,appliance-elect,25,25,25,25
10 Indesit PWE 8148,washer,washer-sub,household,*,*,consumption,*,appliance-elect,25,25,25,25
Hotpoint TDL30 Aquarius,dryer,dryer-sub,household,*,*,consumption,*,appliance-elect,97,97,97,97
White Knight 447 WV,dryer,dryer-sub,household,*,*,consumption,*,appliance-elect,97,97,97,97
Hotpoint First Edition TDL11,dryer,dryer-sub,household,*,*,consumption,*,appliance-elect,97,97,97,97
Hotpoint Ultima TDC60,dryer,dryer-sub,household,*,*,consumption,*,appliance-elect,97,97,97,97
Hotpoint Aquarius TDL32,dryer,dryer-sub,household,*,*,consumption,*,appliance-elect,97,97,97,97
Hotpoint Ultima TDC62,dryer,dryer-sub,household,*,*,consumption,*,appliance-elect,97,97,97,97
White Knight 382WV,dryer,dryer-sub,household,*,*,consumption,*,appliance-elect,97,97,97,97
Hotpoint CTD40,dryer,dryer-sub,household,*,*,consumption,*,appliance-elect,97,97,97,97
Beko DRVS62,dryer,dryer-sub,household,*,*,consumption,*,appliance-elect,97,97,97,97
Zanussi TD4113,dryer,dryer-sub,household,*,*,consumption,*,appliance-elect,97,97,97,97
Hotpoint CTD80,dryer,dryer-sub,household,*,*,consumption,*,appliance-elect,97,97,97,97
Hotpoint VTD00,dryer,dryer-sub,household,*,*,consumption,*,appliance-elect,97,97,97,97
Hotpoint VTD20,dryer,dryer-sub,household,*,*,consumption,*,appliance-elect,97,97,97,97
Hoover vision HD VHC condenser tumble dryer,dryer,dryer-sub,household,*,*,consumption,*,appliance-elect,97,97,97,97
Hotpoint TCD970 Ultima,dryer,dryer-sub,household,*,*,consumption,*,appliance-elect,97,97,97,97
Candy GOC 218,dryer,dryer-sub,household,*,*,consumption,*,appliance-elect,97,97,97,97
White Knight 372WV,dryer,dryer-sub,household,*,*,consumption,*,appliance-elect,97,97,97,97
Bosch WTC 84100 GB,dryer,dryer-sub,household,*,*,consumption,*,appliance-elect,97,97,97,97
Candy CD242,dishwasher,dishwasher-sub,household,*,*,consumption,*,appliance-elect,58,58,58,58
Bosch SGS3042,dishwasher,dishwasher-sub,household,*,*,consumption,*,appliance-elect,58,58,58,58
Zanussi DW 24 Slimline,dishwasher,dishwasher-sub,household,*,*,consumption,*,appliance-elect,58,58,58,58
Indesit D610,dishwasher,dishwasher-sub,household,*,*,consumption,*,appliance-elect,58,58,58,58
Hotpoint First Edition DF54,dishwasher,dishwasher-sub,household,*,*,consumption,*,appliance-elect,58,58,58,58
Zanussi DA4342 Slimline,dishwasher,dishwasher-sub,household,*,*,consumption,*,appliance-elect,58,58,58,58
Bosch SGS43A52,dishwasher,dishwasher-sub,household,*,*,consumption,*,appliance-elect,58,58,58,58
Indesit D167 AAA,dishwasher,dishwasher-sub,household,*,*,consumption,*,appliance-elect,58,58,58,58
Candy CD623,dishwasher,dishwasher-sub,household,*,*,consumption,*,appliance-elect,58,58,58,58
Zanussi DE4554 slimline,dishwasher,dishwasher-sub,household,*,*,consumption,*,appliance-elect,58,58,58,58
Hoover HD73M,dishwasher,dishwasher-sub,household,*,*,consumption,*,appliance-elect,58,58,58,58
Bosch SGS47E02,dishwasher,dishwasher-sub,household,*,*,consumption,*,appliance-elect,58,58,58,58
Beko DE3431FW,dishwasher,dishwasher-sub,household,*,*,consumption,*,appliance-elect,58,58,58,58
Bosch SGS43C12,dishwasher,dishwasher-sub,household,*,*,consumption,*,appliance-elect,58,58,58,58
Zanussi DCS12W compact,dishwasher,dishwasher-sub,household,*,*,consumption,*,appliance-elect,58,58,58,58
Beko DWD3410,dishwasher,dishwasher-sub,household,*,*,consumption,*,appliance-elect,58,58,58,58
Bosch SGS45E62,dishwasher,dishwasher-sub,household,*,*,consumption,*,appliance-elect,58,58,58,58
Bosch SGV53E03,dishwasher,dishwasher-sub,household,*,*,consumption,*,appliance-elect,58,58,58,58
Zanussi ZDF121,dishwasher,dishwasher-sub,household,*,*,consumption,*,appliance-elect,58,58,58,58
Electrolux ESL6115,dishwasher,dishwasher-sub,household,*,*,consumption,*,appliance-elect,58,58,58,58
Cookworks WP5F,dishwasher,dishwasher-sub,household,*,*,consumption,*,appliance-elect,58,58,58,58
Indesit IDL535,dishwasher,dishwasher-sub,household,*,*,consumption,*,appliance-elect,58,58,58,58
Indesit DI620,dishwasher,dishwasher-sub,household,*,*,consumption,*,appliance-elect,58,58,58,58
Bosch SRS45E3,dishwasher,dishwasher-sub,household,*,*,consumption,*,appliance-elect,58,58,58,58
Haus DW12EFM,dishwasher,dishwasher-sub,household,*,*,consumption,*,appliance-elect,58,58,58,58
Hotpoint FDL570,dishwasher,dishwasher-sub,household,*,*,consumption,*,appliance-elect,58,58,58,58
Bush DW5F B,dishwasher,dishwasher-sub,household,*,*,consumption,*,appliance-elect,58,58,58,58
Haus WQP12-9250G,dishwasher,dishwasher-sub,household,*,*,consumption,*,appliance-elect,58,58,58,58
Bosch SGS 45C02,dishwasher,dishwasher-sub,household,*,*,consumption,*,appliance-elect,58,58,58,58
Sanyo 14M3 14 in,TV,CRT-TV-sub,household,*,*,consumption,*,appliance-elect,15,15,15,15
Thomson 25 DG17U 25 in Nicam,TV,CRT-TV-sub,household,*,*,consumption,*,appliance-elect,39,39,39,39
Bush internet TV 14 in,TV,CRT-TV-sub,household,*,*,consumption,*,appliance-elect,15,15,15,15
Hitachi C28WF523N 28 in,TV,CRT-TV-sub,household,*,*,consumption,*,appliance-elect,52,52,52,52
Daewoo 14C4NT 14 in,TV,CRT-TV-sub,household,*,*,consumption,*,appliance-elect,15,15,15,15
Bush WS6671 28 in,TV,CRT-TV-sub,household,*,*,consumption,*,appliance-elect,52,52,52,52
Sony KV28FX65 28 in,TV,CRT-TV-sub,household,*,*,consumption,*,appliance-elect,52,52,52,52
Thomson 25 DG17UG 25 in,TV,CRT-TV-sub,household,*,*,consumption,*,appliance-elect,39,39,39,39
Sony KV32DX40 32 in,TV,CRT-TV-sub,household,*,*,consumption,*,appliance-elect,67,67,67,67
Philips 28PT4457 28 in,TV,CRT-TV-sub,household,*,*,consumption,*,appliance-elect,52,52,52,52
Cassio TV970AD,TV,CRT-TV-sub,household,*,*,consumption,*,appliance-elect,4,4,4,4
Alba TV5482 14 in,TV,CRT-TV-sub,household,*,*,consumption,*,appliance-elect,15,15,15,15
Toshiba 42WH46P 42 in rear projection,TV,CRT-TV-sub,household,*,*,consumption,*,appliance-elect,100,100,100,100
Philips PT4458 25 in,TV,CRT-TV-sub,household,*,*,consumption,*,appliance-elect,39,39,39,39
Wharfdale 15 in Nicam TV,TV,CRT-TV-sub,household,*,*,consumption,*,appliance-elect,15,15,15,15
Toshiba 14N21B2 14 in,TV,CRT-TV-sub,household,*,*,consumption,*,appliance-elect,15,15,15,15
Beko 32C786WNS 32 in,TV,CRT-TV-sub,household,*,*,consumption,*,appliance-elect,67,67,67,67
Toshiba 42PW33Q 42 in,TV,CRT-TV-sub,household,*,*,consumption,*,appliance-elect,100,100,100,100
Philips 28PW872,TV,CRT-TV-sub,household,*,*,consumption,*,appliance-elect,52,52,52,52
Bush 32 in widescreen TV,TV,CRT-TV-sub,household,*,*,consumption,*,appliance-elect,67,67,67,67
Goodmans 32 in flat digital TV,TV,CRT-TV-sub,household,*,*,consumption,*,appliance-elect,67,67,67,67
Mikomi 14 in,TV,CRT-TV-sub,household,*,*,consumption,*,appliance-elect,15,15,15,15
Bush 21 in flat TV,TV,CRT-TV-sub,household,*,*,consumption,*,appliance-elect,29,29,29,29
Bush BTV 663 DVD 28 in flat widescreen,TV,CRT-TV-sub,household,*,*,consumption,*,appliance-elect,52,52,52,52
Beko 28 in flat widescreen,TV,CRT-TV-sub,household,*,*,consumption,*,appliance-elect,52,52,52,52
JVC 28 in widescreen,TV,CRT-TV-sub,household,*,*,consumption,*,appliance-elect,52,52,52,52
Acoustic solutions 14 in TV/DVD/VCR combi,TV,CRT-TV-sub,household,*,*,consumption,*,appliance-elect,15,15,15,15
Mikomi 14 in tV with built in DVD player,TV,CRT-TV-sub,household,*,*,consumption,*,appliance-elect,15,15,15,15
Wharfdale 21 in pure flat TV,TV,CRT-TV-sub,household,*,*,consumption,*,appliance-elect,29,29,29,29
Toshiba LCD-TV,TV,LCD-TV-sub,household,*,*,consumption,*,appliance-elect,64,64,64,64
Hitachi LCD-TV,TV,LCD-TV-sub,household,*,*,consumption,*,appliance-elect,64,64,64,64
Goodmans GTV30WLCD-TV,TV,LCD-TV-sub,household,*,*,consumption,*,appliance-elect,64,64,64,64
Alba ALCD-TV15 TV 15 in,TV,LCD-TV-sub,household,*,*,consumption,*,appliance-elect,14,14,14,14
Philips 15PF8946 15 in,TV,LCD-TV-sub,household,*,*,consumption,*,appliance-elect,14,14,14,14
Thomson LB125B5 widescreen,TV,LCD-TV-sub,household,*,*,consumption,*,appliance-elect,42,42,42,42
Mikomi 17 in widescreen LCD-TV,TV,LCD-TV-sub,household,*,*,consumption,*,appliance-elect,14,14,14,14
Bush 26 in high definition ready LCD-TV,TV,LCD-TV-sub,household,*,*,consumption,*,appliance-elect,42,42,42,42
Grundig high definition ready integrated digital LCD-TV,TV,LCD-TV-sub,household,*,*,consumption,*,appliance-elect,42,42,42,42
Wharfdale 32 in HDTV,TV,LCD-TV-sub,household,*,*,consumption,*,appliance-elect,64,64,64,64
Roadstar 7 in twin tuner handheld LCD-TV,TV,LCD-TV-sub,household,*,*,consumption,*,appliance-elect,4,4,4,4
LG 32 in HD ready digital LCD-TV,TV,LCD-TV-sub,household,*,*,consumption,*,appliance-elect,64,64,64,64
Sony BRAVIA x-series 52 in LCD-TV DL52X200,TV,LCD-TV-sub,household,*,*,consumption,*,appliance-elect,155,155,155,155
Sony 46 in 108OP HD digital,TV,LCD-TV-sub,household,*,*,consumption,*,appliance-elect,132,132,132,132
Alba 19 in HD ready,TV,LCD-TV-sub,household,*,*,consumption,*,appliance-elect,25,25,25,25
LG LH3000 energy saving series 42 in,TV,LCD-TV-sub,household,*,*,consumption,*,appliance-elect,100,100,100,100
Viera TX-L42 S10 B 42 in,TV,LCD-TV-sub,household,*,*,consumption,*,appliance-elect,100,100,100,100
Sharp 40 in full HD LED LCD-TV LC40LE600,TV,LCD-TV-sub,household,*,*,consumption,*,appliance-elect,100,100,100,100
Goodmans GTV42P3 42 in Plasma-TV,TV,Plasma-TV-sub,household,*,*,consumption,*,appliance-elect,125,125,125,125
Hitachi 42PD4200 42 in Plasma-TV,TV,Plasma-TV-sub,household,*,*,consumption,*,appliance-elect,125,125,125,125
Samsung PS42V4 42 in,TV,Plasma-TV-sub,household,*,*,consumption,*,appliance-elect,125,125,125,125
Goodmans GTV 42 P5,TV,Plasma-TV-sub,household,*,*,consumption,*,appliance-elect,125,125,125,125
Goodmans XGTV5OP,TV,Plasma-TV-sub,household,*,*,consumption,*,appliance-elect,177,177,177,177
Panasonic TH42PE50CAB,TV,Plasma-TV-sub,household,*,*,consumption,*,appliance-elect,177,177,177,177
Bush 42 in Plasma-TV,TV,Plasma-TV-sub,household,*,*,consumption,*,appliance-elect,125,125,125,125
Hitachi 42 in 42PD3200,TV,Plasma-TV-sub,household,*,*,consumption,*,appliance-elect,125,125,125,125
Panasonic 37 in HD Ready Digital Plasma-TV,TV,Plasma-TV-sub,household,*,*,consumption,*,appliance-elect,97,97,97,97
Panasonic 42 in HD Ready Digital Plasma-TV,TV,Plasma-TV-sub,household,*,*,consumption,*,appliance-elect,125,125,125,125
Panasonic 50 in HD digital Plasma-TV TV TH50PX7 PED,TV,Plasma-TV-sub,household,*,*,consumption,*,appliance-elect,177,177,177,177
Phillips 50 in 1080p HD ready digital,TV,Plasma-TV-sub,household,*,*,consumption,*,appliance-elect,177,177,177,177
Panasonic 100HZ HD Plasma-TV TC TX P37 X10V,TV,Plasma-TV-sub,household,*,*,consumption,*,appliance-elect,177,177,177,177
Samsung 50 in 100HZ PS50B451B2WXXU,TV,Plasma-TV-sub,household,*,*,consumption,*,appliance-elect,177,177,177,177
Viera 50 in TX-P50 G10B,TV,Plasma-TV-sub,household,*,*,consumption,*,appliance-elect,177,177,177,177
LG HD ready digital Plasma-TV TV PQ2000 50 in,TV,Plasma-TV-sub,household,*,*,consumption,*,appliance-elect,177,177,177,177
Panasonic 50 in 400HZ full HD 1080p digital TXP50S10,TV,Plasma-TV-sub,household,*,*,consumption,*,appliance-elect,177,177,177,177
gas-condensing-boiler-A2,heating,gas-conboiler-sub,household,*,*,space-heating,*,space-heating-gas,2041,680,680,2041
gas-condensing-boiler-A2,heating,gas-conboiler-sub,household,bung-det-cavity-1,*,water-heating,*,water-heating-gas,943,943,943,943
gas-condensing-boiler-A2,heating,gas-conboiler-sub,household,bung-det-cavity-2,*,water-heating,*,water-heating-gas,943,943,943,943
gas-condensing-boiler-A2,heating,gas-conboiler-sub,household,bung-det-cavity-3,*,water-heating,*,water-heating-gas,943,943,943,943
