appliance,category,subcategory,household,dwelling,tenure,purpose,mode,fuel,units 1,units 2,units 3,units 4
oil-condensing-boiler-A,heating,oil-conboiler-sub,household,flat-non-top-solid-1,*,water-heating,*,water-heating-oil,961,961,961,961
oil-condensing-boiler-A,heating,oil-conboiler-sub,household,flat-non-top-solid-2,*,water-heating,*,water-heating-oil,961,961,961,961
oil-condensing-boiler-A,heating,oil-conboiler-sub,household,flat-non-top-solid-3,*,water-heating,*,water-heating-oil,961,961,961,961
oil-condensing-boiler-A,heating,oil-conboiler-sub,household,flat-non-top-solid-4,*,water-heating,*,water-heating-oil,961,961,961,961
oil-condensing-boiler-A,heating,oil-conboiler-sub,household,flat-non-top-solid-5,*,water-heating,*,water-heating-oil,961,961,961,961
oil-condensing-boiler-A,heating,oil-conboiler-sub,household,flat-non-top-solid-6+,*,water-heating,*,water-heating-oil,961,961,961,961
electric-heaters,heating,electric-heating,household,bung-det-cavity-1,*,water-heating,*,water-heating-elect,849,849,849,849
electric-heaters,heating,electric-heating,household,bung-det-cavity-2,*,water-heating,*,water-heating-elect,849,849,849,849
electric-heaters,heating,electric-heating,household,bung-det-cavity-3,*,water-heating,*,water-heating-elect,849,849,849,849
electric-heaters,heating,electric-heating,household,bung-det-cavity-4,*,water-heating,*,water-heating-elect,849,849,849,849
electric-heaters,heating,electric-heating,household,bung-det-cavity-5,*,water-heating,*,water-heating-elect,849,849,849,849
electric-heaters,heating,electric-heating,household,bung-det-cavity-6+,*,water-heating,*,water-heating-elect,849,849,849,849
electric-heaters,heating,electric-heating,household,bung-det-solid-1,*,water-heating,*,water-heating-elect,849,849,849,849
electric-heaters,heating,electric-heating,household,bung-det-solid-2,*,water-heating,*,water-heating-elect,849,849,849,849
electric-heaters,heating,electric-heating,household,bung-det-solid-3,*,water-heating,*,water-heating-elect,849,849,849,849
electric-heaters,heating,electric-heating,household,bung-det-solid-4,*,water-heating,*,water-heating-elect,849,849,849,849
electric-heaters,heating,electric-heating,household,bung-det-solid-5,*,water-heating,*,water-heating-elect,849,849,849,849
electric-heaters,heating,electric-heating,household,bung-det-solid-6+,*,water-heating,*,water-heating-elect,849,849,849,849
electric-heaters,heating,electric-heating,household,bung-semi-cavity-1,*,water-heating,*,water-heating-elect,888,888,888,888
electric-heaters,heating,electric-heating,household,bung-semi-cavity-2,*,water-heating,*,water-heating-elect,888,888,888,888
electric-heaters,heating,electric-heating,household,bung-semi-cavity-3,*,water-heating,*,water-heating-elect,888,888,888,888
electric-heaters,heating,electric-heating,household,bung-semi-cavity-4,*,water-heating,*,water-heating-elect,888,888,888,888
electric-heaters,heating,electric-heating,household,bung-semi-cavity-5,*,water-heating,*,water-heating-elect,888,888,888,888
electric-heaters,heating,electric-heating,household,bung-semi-cavity-6+,*,water-heating,*,water-heating-elect,888,888,888,888
electric-heaters,heating,electric-heating,household,bung-semi-solid-1,*,water-heating,*,water-heating-elect,888,888,888,888
electric-heaters,heating,electric-heating,household,bung-semi-solid-2,*,water-heating,*,water-heating-elect,888,888,888,888
electric-heaters,heating,electric-heating,household,bung-semi-solid-3,*,water-heating,*,water-heating-elect,888,888,888,888
electric-heaters,heating,electric-heating,household,bung-semi-solid-4,*,water-heating,*,water-heating-elect,888,888,888,888
electric-heaters,heating,electric-heating,household,bung-semi-solid-5,*,water-heating,*,water-heating-elect,888,888,888,888
electric-heaters,heating,electric-heating,household,bung-semi-solid-6+,*,water-heating,*,water-heating-elect,888,888,888,888
electric-heaters,heating,electric-heating,household,house-det-cavity-1,*,water-heating,*,water-heating-elect,829,829,829,829
electric-heaters,heating,electric-heating,household,house-det-cavity-2,*,water-heating,*,water-heating-elect,829,829,829,829
electric-heaters,heating,electric-heating,household,house-det-cavity-3,*,water-heating,*,water-heating-elect,829,829,829,829
electric-heaters,heating,electric-heating,household,house-det-cavity-4,*,water-heating,*,water-heating-elect,829,829,829,829
electric-heaters,heating,electric-heating,household,house-det-cavity-5,*,water-heating,*,water-heating-elect,829,829,829,829
electric-heaters,heating,electric-heating,household,house-det-cavity-6+,*,water-heating,*,water-heating-elect,829,829,829,829
electric-heaters,heating,electric-heating,household,house-det-solid-1,*,water-heating,*,water-heating-elect,829,829,829,829
electric-heaters,heating,electric-heating,household,house-det-solid-2,*,water-heating,*,water-heating-elect,829,829,829,829
electric-heaters,heating,electric-heating,household,house-det-solid-3,*,water-heating,*,water-heating-elect,829,829,829,829
electric-heaters,heating,electric-heating,household,house-det-solid-4,*,water-heating,*,water-heating-elect,829,829,829,829
electric-heaters,heating,electric-heating,household,house-det-solid-5,*,water-heating,*,water-heating-elect,829,829,829,829
electric-heaters,heating,electric-heating,household,house-det-solid-6+,*,water-heating,*,water-heating-elect,829,829,829,829
electric-heaters,heating,electric-heating,household,house-semi-cavity-1,*,water-heating,*,water-heating-elect,882,882,882,882
electric-heaters,heating,electric-heating,household,house-semi-cavity-2,*,water-heating,*,water-heating-elect,882,882,882,882
electric-heaters,heating,electric-heating,household,house-semi-cavity-3,*,water-heating,*,water-heating-elect,882,882,882,882
electric-heaters,heating,electric-heating,household,house-semi-cavity-4,*,water-heating,*,water-heating-elect,882,882,882,882
electric-heaters,heating,electric-heating,household,house-semi-cavity-5,*,water-heating,*,water-heating-elect,882,882,882,882
electric-heaters,heating,electric-heating,household,house-semi-cavity-6+,*,water-heating,*,water-heating-elect,882,882,882,882
electric-heaters,heating,electric-heating,household,house-semi-solid-1,*,water-heating,*,water-heating-elect,882,882,882,882
electric-heaters,heating,electric-heating,household,house-semi-solid-2,*,water-heating,*,water-heating-elect,882,882,882,882
electric-heaters,heating,electric-heating,household,house-semi-solid-3,*,water-heating,*,water-heating-elect,882,882,882,882
electric-heaters,heating,electric-heating,household,house-semi-solid-4,*,water-heating,*,water-heating-elect,882,882,882,882
electric-heaters,heating,electric-heating,household,house-semi-solid-5,*,water-heating,*,water-heating-elect,882,882,882,882
electric-heaters,heating,electric-heating,household,house-semi-solid-6+,*,water-heating,*,water-heating-elect,882,882,882,882
electric-heaters,heating,electric-heating,household,house-mid-cavity-1,*,water-heating,*,water-heating-elect,852,852,852,852
electric-heaters,heating,electric-heating,household,house-mid-cavity-2,*,water-heating,*,water-heating-elect,852,852,852,852
electric-heaters,heating,electric-heating,household,house-mid-cavity-3,*,water-heating,*,water-heating-elect,852,852,852,852
electric-heaters,heating,electric-heating,household,house-mid-cavity-4,*,water-heating,*,water-heating-elect,852,852,852,852
electric-heaters,heating,electric-heating,household,house-mid-cavity-5,*,water-heating,*,water-heating-elect,852,852,852,852
electric-heaters,heating,electric-heating,household,house-mid-cavity-6+,*,water-heating,*,water-heating-elect,852,852,852,852
electric-heaters,heating,electric-heating,household,house-mid-solid-1,*,water-heating,*,water-heating-elect,852,852,852,852
electric-heaters,heating,electric-heating,household,house-mid-solid-2,*,water-heating,*,water-heating-elect,852,852,852,852
electric-heaters,heating,electric-heating,household,house-mid-solid-3,*,water-heating,*,water-heating-elect,852,852,852,852
electric-heaters,heating,electric-heating,household,house-mid-solid-4,*,water-heating,*,water-heating-elect,852,852,852,852
electric-heaters,heating,electric-heating,household,house-mid-solid-5,*,water-heating,*,water-heating-elect,852,852,852,852
electric-heaters,heating,electric-heating,household,house-mid-solid-6+,*,water-heating,*,water-heating-elect,852,852,852,852
electric-heaters,heating,electric-heating,household,house-end-cavity-1,*,water-heating,*,water-heating-elect,847,847,847,847
electric-heaters,heating,electric-heating,household,house-end-cavity-2,*,water-heating,*,water-heating-elect,847,847,847,847
electric-heaters,heating,electric-heating,household,house-end-cavity-3,*,water-heating,*,water-heating-elect,847,847,847,847
electric-heaters,heating,electric-heating,household,house-end-cavity-4,*,water-heating,*,water-heating-elect,847,847,847,847
electric-heaters,heating,electric-heating,household,house-end-cavity-5,*,water-heating,*,water-heating-elect,847,847,847,847
electric-heaters,heating,electric-heating,household,house-end-cavity-6+,*,water-heating,*,water-heating-elect,847,847,847,847
electric-heaters,heating,electric-heating,household,house-end-solid-1,*,water-heating,*,water-heating-elect,847,847,847,847
electric-heaters,heating,electric-heating,household,house-end-solid-2,*,water-heating,*,water-heating-elect,847,847,847,847
electric-heaters,heating,electric-heating,household,house-end-solid-3,*,water-heating,*,water-heating-elect,847,847,847,847
electric-heaters,heating,electric-heating,household,house-end-solid-4,*,water-heating,*,water-heating-elect,847,847,847,847
electric-heaters,heating,electric-heating,household,house-end-solid-5,*,water-heating,*,water-heating-elect,847,847,847,847
electric-heaters,heating,electric-heating,household,house-end-solid-6+,*,water-heating,*,water-heating-elect,847,847,847,847
electric-heaters,heating,electric-heating,household,flat-top-cavity-1,*,water-heating,*,water-heating-elect,865,865,865,865
electric-heaters,heating,electric-heating,household,flat-top-cavity-2,*,water-heating,*,water-heating-elect,865,865,865,865
electric-heaters,heating,electric-heating,household,flat-top-cavity-3,*,water-heating,*,water-heating-elect,865,865,865,865
electric-heaters,heating,electric-heating,household,flat-top-cavity-4,*,water-heating,*,water-heating-elect,865,865,865,865
electric-heaters,heating,electric-heating,household,flat-top-cavity-5,*,water-heating,*,water-heating-elect,865,865,865,865
electric-heaters,heating,electric-heating,household,flat-top-cavity-6+,*,water-heating,*,water-heating-elect,865,865,865,865
electric-heaters,heating,electric-heating,household,flat-top-solid-1,*,water-heating,*,water-heating-elect,865,865,865,865
electric-heaters,heating,electric-heating,household,flat-top-solid-2,*,water-heating,*,water-heating-elect,865,865,865,865
electric-heaters,heating,electric-heating,household,flat-top-solid-3,*,water-heating,*,water-heating-elect,865,865,865,865
electric-heaters,heating,electric-heating,household,flat-top-solid-4,*,water-heating,*,water-heating-elect,865,865,865,865
electric-heaters,heating,electric-heating,household,flat-top-solid-5,*,water-heating,*,water-heating-elect,865,865,865,865
electric-heaters,heating,electric-heating,household,flat-top-solid-6+,*,water-heating,*,water-heating-elect,865,865,865,865
electric-heaters,heating,electric-heating,household,flat-non-top-cavity-1,*,water-heating,*,water-heating-elect,865,865,865,865
electric-heaters,heating,electric-heating,household,flat-non-top-cavity-2,*,water-heating,*,water-heating-elect,865,865,865,865
electric-heaters,heating,electric-heating,household,flat-non-top-cavity-3,*,water-heating,*,water-heating-elect,865,865,865,865
electric-heaters,heating,electric-heating,household,flat-non-top-cavity-4,*,water-heating,*,water-heating-elect,865,865,865,865
electric-heaters,heating,electric-heating,household,flat-non-top-cavity-5,*,water-heating,*,water-heating-elect,865,865,865,865
electric-heaters,heating,electric-heating,household,flat-non-top-cavity-6+,*,water-heating,*,water-heating-elect,865,865,865,865
electric-heaters,heating,electric-heating,household,flat-non-top-solid-1,*,water-heating,*,water-heating-elect,865,865,865,865
electric-heaters,heating,electric-heating,household,flat-non-top-solid-2,*,water-heating,*,water-heating-elect,865,865,865,865
electric-heaters,heating,electric-heating,household,flat-non-top-solid-3,*,water-heating,*,water-heating-elect,865,865,865,865
electric-heaters,heating,electric-heating,household,flat-non-top-solid-4,*,water-heating,*,water-heating-elect,865,865,865,865
electric-heaters,heating,electric-heating,household,flat-non-top-solid-5,*,water-heating,*,water-heating-elect,865,865,865,865
electric-heaters,heating,electric-heating,household,flat-non-top-solid-6+,*,water-heating,*,water-heating-elect,865,865,865,865
Teba TFR14,cooker,electric-cooker-sub,household,*,*,hob,*,appliance-elect,68,68,68,68
Creda Capri C150E,cooker,electric-cooker-sub,household,*,*,hob,*,appliance-elect,68,68,68,68
Beko DV 5631,cooker,electric-cooker-sub,household,*,*,hob,*,appliance-elect,68,68,68,68
Tricity Bendix SIE 324,cooker,electric-cooker-sub,household,*,*,hob,*,appliance-elect,68,68,68,68
Jackson by Creda J15 1EW,cooker,electric-cooker-sub,household,*,*,hob,*,appliance-elect,68,68,68,68
Belling Forum 335,cooker,electric-cooker-sub,household,*,*,hob,*,appliance-elect,68,68,68,68
Zanussi ZCE611X,cooker,electric-cooker-sub,household,*,*,hob,*,appliance-elect,68,68,68,68
Zanussi ZCE531X,cooker,electric-cooker-sub,household,*,*,hob,*,appliance-elect,68,68,68,68
Zanussi ZCE641,cooker,electric-cooker-sub,household,*,*,hob,*,appliance-elect,68,68,68,68
New World 50WLG,cooker,electric-cooker-sub,household,*,*,hob,*,appliance-elect,68,68,68,68
Belling Forum 317,cooker,electric-cooker-sub,household,*,*,hob,*,appliance-elect,68,68,68,68
Beko D532,cooker,electric-cooker-sub,household,*,*,hob,*,appliance-elect,68,68,68,68
Hotpoint HL500 electric,cooker,electric-cooker-sub,household,*,*,hob,*,appliance-elect,68,68,68,68
Indesit KD3E1,cooker,electric-cooker-sub,household,*,*,hob,*,appliance-elect,68,68,68,68
Hotpoint HW170E,cooker,electric-cooker-sub,household,*,*,hob,*,appliance-elect,68,68,68,68
Teba TFR14,cooker,electric-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Creda Capri C150E,cooker,electric-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Beko DV 5631,cooker,electric-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Tricity Bendix SIE 324,cooker,electric-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Jackson by Creda J15 1EW,cooker,electric-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Belling Forum 335,cooker,electric-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Zanussi ZCE611X,cooker,electric-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Zanussi ZCE531X,cooker,electric-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Zanussi ZCE641,cooker,electric-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
New World 50WLG,cooker,electric-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Belling Forum 317,cooker,electric-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Beko D532,cooker,electric-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Hotpoint HL500 electric,cooker,electric-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Indesit KD3E1,cooker,electric-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Hotpoint HW170E,cooker,electric-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Creda Menu M350E,cooker,chob-cooker-sub,household,*,*,hob,*,appliance-elect,48,48,48,48
Tricity Bendix SIE 514,cooker,chob-cooker-sub,household,*,*,hob,*,appliance-elect,48,48,48,48
Beko DVC61,cooker,chob-cooker-sub,household,*,*,hob,*,appliance-elect,48,48,48,48
Creda X155,cooker,chob-cooker-sub,household,*,*,hob,*,appliance-elect,48,48,48,48
Tricity Bendix SIE 554,cooker,chob-cooker-sub,household,*,*,hob,*,appliance-elect,48,48,48,48
Tricity Bendix SE340,cooker,chob-cooker-sub,household,*,*,hob,*,appliance-elect,48,48,48,48
Belling 644,cooker,chob-cooker-sub,household,*,*,hob,*,appliance-elect,48,48,48,48
Beko DCC 4521,cooker,chob-cooker-sub,household,*,*,hob,*,appliance-elect,48,48,48,48
Leisure Roma 50,cooker,chob-cooker-sub,household,*,*,hob,*,appliance-elect,48,48,48,48
Beko DC543,cooker,chob-cooker-sub,household,*,*,hob,*,appliance-elect,48,48,48,48
Leisure Zenith ZE6HV,cooker,chob-cooker-sub,household,*,*,hob,*,appliance-elect,48,48,48,48
Beko DVC563,cooker,chob-cooker-sub,household,*,*,hob,*,appliance-elect,48,48,48,48
Indesit K6 C320,cooker,chob-cooker-sub,household,*,*,hob,*,appliance-elect,48,48,48,48
Hotpoint EW74,cooker,chob-cooker-sub,household,*,*,hob,*,appliance-elect,48,48,48,48
Creda Menu M350E,cooker,chob-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Tricity Bendix SIE 514,cooker,chob-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Beko DVC61,cooker,chob-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Creda X155,cooker,chob-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Tricity Bendix SIE 554,cooker,chob-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Tricity Bendix SE340,cooker,chob-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Belling 644,cooker,chob-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Beko DCC 4521,cooker,chob-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Leisure Roma 50,cooker,chob-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Beko DC543,cooker,chob-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Leisure Zenith ZE6HV,cooker,chob-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Beko DVC563,cooker,chob-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Indesit K6 C320,cooker,chob-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Hotpoint EW74,cooker,chob-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Hotpoint Creda C367,cooker,chob-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Stoves Newhome 800 DF DOM,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,85,85,85,85
Leisure Rangmaster 110,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,85,85,85,85
Zanussi ZCM610X,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,85,85,85,85
Leisure Victoriana deluxe,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,85,85,85,85
Indesit KP9507 XE/0,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,85,85,85,85
Stoves Newhome 1000 DFDL,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,85,85,85,85
Indesit KP9507XE/G,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,85,85,85,85
Stoves Newhome 600SiDOm dual,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,85,85,85,85
Indesit K344E(X)G,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,85,85,85,85
Indesit KP9507E.B(X)/G,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,85,85,85,85
New World Ellingwood,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,85,85,85,85
Zanussi stainless steel,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,85,85,85,85
Flavel Aspen AP10,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,85,85,85,85
Indesit KP1001X,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,85,85,85,85
Indesit K3G21,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,85,85,85,85
Leisure Roma RM10FRS,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,85,85,85,85
Belling Range cooker,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,85,85,85,85
Indesit dual fuel K3G11,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,85,85,85,85
Belling Country Chef 100DF,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,85,85,85,85
Flavel FL95FR,cooker,dual-fuel-cooker-sub,household,*,*,hob,*,appliance-gas,85,85,85,85
Stoves Newhome 800 DF DOM,cooker,dual-fuel-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Leisure Rangmaster 110,cooker,dual-fuel-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Zanussi ZCM610X,cooker,dual-fuel-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Leisure Victoriana deluxe,cooker,dual-fuel-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Indesit KP9507 XE/0,cooker,dual-fuel-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Stoves Newhome 1000 DFDL,cooker,dual-fuel-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Indesit KP9507XE/G,cooker,dual-fuel-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Stoves Newhome 600SiDOm dual,cooker,dual-fuel-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Indesit K344E(X)G,cooker,dual-fuel-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Indesit KP9507E.B(X)/G,cooker,dual-fuel-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
New World Ellingwood,cooker,dual-fuel-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Zanussi stainless steel,cooker,dual-fuel-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Flavel Aspen AP10,cooker,dual-fuel-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Indesit KP1001X,cooker,dual-fuel-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Indesit K3G21,cooker,dual-fuel-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Leisure Roma RM10FRS,cooker,dual-fuel-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Belling Range cooker,cooker,dual-fuel-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Indesit dual fuel K3G11,cooker,dual-fuel-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Belling Country Chef 100DF,cooker,dual-fuel-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Flavel FL95FR,cooker,dual-fuel-cooker-sub,household,*,*,oven,*,appliance-elect,52,52,52,52
Teba TFU 21,cooker,gas-cooker-sub,household,*,*,hob,*,appliance-gas,85,85,85,85
New World 50HLG,cooker,gas-cooker-sub,household,*,*,hob,*,appliance-gas,85,85,85,85
Stoves Newhome 600 SiDOM gas,cooker,gas-cooker-sub,household,*,*,hob,*,appliance-gas,85,85,85,85
Canon Lincoln,cooker,gas-cooker-sub,household,*,*,hob,*,appliance-gas,85,85,85,85
Parkinson Cowan SIG 414,cooker,gas-cooker-sub,household,*,*,hob,*,appliance-gas,85,85,85,85
Creda L 152G,cooker,gas-cooker-sub,household,*,*,hob,*,appliance-gas,85,85,85,85
Canon Oakley,cooker,gas-cooker-sub,household,*,*,hob,*,appliance-gas,85,85,85,85
Beko DVG695,cooker,gas-cooker-sub,household,*,*,hob,*,appliance-gas,85,85,85,85
New World Range Cooker 100G,cooker,gas-cooker-sub,household,*,*,hob,*,appliance-gas,85,85,85,85
Hotpoint HL500 gas,cooker,gas-cooker-sub,household,*,*,hob,*,appliance-gas,85,85,85,85
Beko SG562,cooker,gas-cooker-sub,household,*,*,hob,*,appliance-gas,85,85,85,85
Indesit KD6G25,cooker,gas-cooker-sub,household,*,*,hob,*,appliance-gas,85,85,85,85
Beko DVG692,cooker,gas-cooker-sub,household,*,*,hob,*,appliance-gas,85,85,85,85
New World 55 HLG,cooker,gas-cooker-sub,household,*,*,hob,*,appliance-gas,85,85,85,85
Teba TFU 21,cooker,gas-cooker-sub,household,*,*,oven,*,appliance-gas,137,137,137,137
New World 50HLG,cooker,gas-cooker-sub,household,*,*,oven,*,appliance-gas,137,137,137,137
Stoves Newhome 600 SiDOM gas,cooker,gas-cooker-sub,household,*,*,oven,*,appliance-gas,137,137,137,137
Canon Lincoln,cooker,gas-cooker-sub,household,*,*,oven,*,appliance-gas,137,137,137,137
Parkinson Cowan SIG 414,cooker,gas-cooker-sub,household,*,*,oven,*,appliance-gas,137,137,137,137
Creda L 152G,cooker,gas-cooker-sub,household,*,*,oven,*,appliance-gas,137,137,137,137
Canon Oakley,cooker,gas-cooker-sub,household,*,*,oven,*,appliance-gas,137,137,137,137
Beko DVG695,cooker,gas-cooker-sub,household,*,*,oven,*,appliance-gas,137,137,137,137
New World 50HLG,cooker,gas-cooker-sub,household,*,*,oven,*,appliance-gas,137,137,137,137
New World Range Cooker 100G,cooker,gas-cooker-sub,household,*,*,oven,*,appliance-gas,137,137,137,137
Hotpoint HL500 gas,cooker,gas-cooker-sub,household,*,*,oven,*,appliance-gas,137,137,137,137
Beko SG562,cooker,gas-cooker-sub,household,*,*,oven,*,appliance-gas,137,137,137,137
Indesit KD6G25,cooker,gas-cooker-sub,household,*,*,oven,*,appliance-gas,137,137,137,137
Beko DVG692,cooker,gas-cooker-sub,household,*,*,oven,*,appliance-gas,137,137,137,137
New World 55 HLG,cooker,gas-cooker-sub,household,*,*,oven,*,appliance-gas,137,137,137,137
Teba SBUZ01-08,freezer,freezer-sub,household,*,*,consumption,*,appliance-elect,87,87,87,87
Tricity Bendix Onyx 125FA,freezer,freezer-sub,household,*,*,consumption,*,appliance-elect,87,87,87,87
Beko TZS490,freezer,freezer-sub,household,*,*,consumption,*,appliance-elect,87,87,87,87
Whirlpool 7.3 cu.ft chest,freezer,freezer-sub,household,*,*,consumption,*,appliance-elect,87,87,87,87
Whirlpool 11.6 cu.ft,freezer,freezer-sub,household,*,*,consumption,*,appliance-elect,87,87,87,87
Beko ZSA436,freezer,freezer-sub,household,*,*,consumption,*,appliance-elect,56,56,56,56
Zanussi ZCF37C,freezer,freezer-sub,household,*,*,consumption,*,appliance-elect,87,87,87,87
Hotpoint RZA50,freezer,freezer-sub,household,*,*,consumption,*,appliance-elect,56,56,56,56
Electrolux EU6241T,freezer,freezer-sub,household,*,*,consumption,*,appliance-elect,73,73,73,73
Hotpoint RZA81,freezer,freezer-sub,household,*,*,consumption,*,appliance-elect,73,73,73,73
Zanussi ZCF77C,freezer,freezer-sub,household,*,*,consumption,*,appliance-elect,87,87,87,87
fridge-submaster MTBZ102 tabletop,freezer,freezer-sub,household,*,*,consumption,*,appliance-elect,56,56,56,56
Beko TZSB496,freezer,freezer-sub,household,*,*,consumption,*,appliance-elect,73,73,73,73
Beko TZDA523,freezer,freezer-sub,household,*,*,consumption,*,appliance-elect,56,56,56,56
Electrolux ECM2471,freezer,freezer-sub,household,*,*,consumption,*,appliance-elect,73,73,73,73
Whirlpool AFG5336-C,freezer,freezer-sub,household,*,*,consumption,*,appliance-elect,87,87,87,87
fridge-submaster MTRZ502 tabletop,freezer,freezer-sub,household,*,*,consumption,*,appliance-elect,73,73,73,73
Argos value range tabletop freezer-sub,freezer,freezer-sub,household,*,*,consumption,*,appliance-elect,56,56,56,56
Frigidaire FV21 tall freezer-sub,freezer,freezer-sub,household,*,*,consumption,*,appliance-elect,56,56,56,56
Whirlpool AFR6326B,freezer,freezer-sub,household,*,*,consumption,*,appliance-elect,73,73,73,73
Bush BSCF 306 chest,freezer,freezer-sub,household,*,*,consumption,*,appliance-elect,73,73,73,73
Indesit RG2190,fridge,fridge-freezer-sub,household,*,*,consumption,*,appliance-elect,152,152,152,152
Bosch KGV 2620,fridge,fridge-freezer-sub,household,*,*,consumption,*,appliance-elect,116,116,116,116
Hotpoint FF64 iced diamond,fridge,fridge-freezer-sub,household,*,*,consumption,*,appliance-elect,152,152,152,152
Candy CPC 220,fridge,fridge-freezer-sub,household,*,*,consumption,*,appliance-elect,116,116,116,116
Candy CPCA 250K,fridge,fridge-freezer-sub,household,*,*,consumption,*,appliance-elect,102,102,102,102
Beko CG964,fridge,fridge-freezer-sub,household,*,*,consumption,*,appliance-elect,116,116,116,116
Samsung RL39WBSW,fridge,fridge-freezer-sub,household,*,*,consumption,*,appliance-elect,102,102,102,102
LG GR359-SQ,fridge,fridge-freezer-sub,household,*,*,consumption,*,appliance-elect,102,102,102,102
Samsung LargeFF,fridge,fridge-freezer-sub,household,*,*,consumption,*,appliance-elect,102,102,102,102
Candy CPCA291FF,fridge,fridge-freezer-sub,household,*,*,consumption,*,appliance-elect,102,102,102,102
Samsung RS21N,fridge,fridge-freezer-sub,household,*,*,consumption,*,appliance-elect,102,102,102,102
